number,title,state,created_at,closed_at,comments,author_association,pull_request,duration_days,is_merged,month_year
62271,ERR: Improve error message for deprecated frequency aliases in to_offset ,closed,2025-09-06 06:12:47+00:00,2025-10-05 20:13:43+00:00,5,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62271', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62271', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62271.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62271.patch', 'merged_at': None}",29,0,2025-09
62270,CLN: Enforce deprecation of PeriodIndex in resample,closed,2025-09-06 02:17:11+00:00,2025-09-06 11:29:21+00:00,3,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62270', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62270', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62270.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62270.patch', 'merged_at': None}",0,0,2025-09
62269,CLN: Apply ruff format to scripts/,closed,2025-09-06 00:38:37+00:00,2025-09-08 17:03:56+00:00,2,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62269', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62269', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62269.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62269.patch', 'merged_at': '2025-09-08T17:03:56Z'}",2,1,2025-09
62266,TST/CLN: Add tests for __finalize__ with merge,closed,2025-09-05 19:56:57+00:00,2025-10-18 15:13:27+00:00,5,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62266', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62266', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62266.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62266.patch', 'merged_at': '2025-10-18T15:13:27Z'}",42,1,2025-09
62265,[backport 2.3.x] REGR: fix string contains/match methods with compiled regex with flags (#62251),closed,2025-09-05 16:19:47+00:00,2025-09-08 16:30:51+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62265', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62265', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62265.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62265.patch', 'merged_at': '2025-09-08T16:30:51Z'}",3,1,2025-09
62258,Backport PR #62257 on branch 2.3.x (DOC: Add release notes template for 2.3.3),closed,2025-09-05 08:33:45+00:00,2025-09-05 15:05:19+00:00,0,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62258', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62258', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62258.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62258.patch', 'merged_at': '2025-09-05T15:05:19Z'}",0,1,2025-09
62257,DOC: Add release notes template for 2.3.3,closed,2025-09-05 08:08:06+00:00,2025-09-05 08:33:17+00:00,0,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62257', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62257', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62257.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62257.patch', 'merged_at': '2025-09-05T08:33:17Z'}",0,1,2025-09
62256,ENH: Preserve nullable boolean dtype in pivot_table (GH#62244),closed,2025-09-05 07:51:23+00:00,2025-09-06 15:16:48+00:00,6,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62256', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62256', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62256.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62256.patch', 'merged_at': None}",1,0,2025-09
62255,BUG: df.loc[i] with Categorical column containing NaN,closed,2025-09-04 20:17:56+00:00,2025-09-04 22:01:09+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62255', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62255', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62255.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62255.patch', 'merged_at': '2025-09-04T22:01:09Z'}",0,1,2025-09
62254,ENH: add value_counts to EA interface,closed,2025-09-04 18:34:29+00:00,2025-09-10 18:59:12+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62254', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62254', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62254.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62254.patch', 'merged_at': '2025-09-10T18:59:12Z'}",6,1,2025-09
62253,Backport PR #62217 on branch 2.3.x (BUG: fix memory leak in JSON datetime serialization),closed,2025-09-04 15:18:35+00:00,2025-09-21 13:37:58+00:00,4,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62253', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62253', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62253.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62253.patch', 'merged_at': '2025-09-21T13:37:58Z'}",16,1,2025-09
62252,TST: Fix 24H resample alignment with D using origin=start_day,closed,2025-09-04 15:13:13+00:00,2025-09-04 15:59:52+00:00,2,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62252', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62252', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62252.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62252.patch', 'merged_at': None}",0,0,2025-09
62251,REGR: fix string contains/match methods with compiled regex with flags,closed,2025-09-04 15:02:23+00:00,2025-09-05 16:06:57+00:00,3,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62251', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62251', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62251.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62251.patch', 'merged_at': '2025-09-05T16:06:57Z'}",1,1,2025-09
62250,Backport PR #62210 on branch 2.3.x (BUG: Fix Memory Leak in to_json),closed,2025-09-04 13:37:42+00:00,2025-09-05 17:56:26+00:00,5,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62250', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62250', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62250.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62250.patch', 'merged_at': '2025-09-05T17:56:26Z'}",1,1,2025-09
62249,BUG: to_datetime(None) inconsistent with other conversions,closed,2025-09-03 22:45:46+00:00,2025-09-03 23:46:37+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62249', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62249', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62249.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62249.patch', 'merged_at': '2025-09-03T23:46:37Z'}",0,1,2025-09
62248,BUG: timedelta64 * bool failing to raise,closed,2025-09-03 20:58:11+00:00,2025-09-03 22:10:40+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62248', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62248', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62248.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62248.patch', 'merged_at': '2025-09-03T22:10:40Z'}",0,1,2025-09
62247,BUG: divmod with bool dtype failing to raise,closed,2025-09-03 17:55:05+00:00,2025-09-03 18:48:05+00:00,0,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62247', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62247', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62247.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62247.patch', 'merged_at': '2025-09-03T18:48:05Z'}",0,1,2025-09
62246,BUG: divmod with pd.NA,closed,2025-09-03 16:41:16+00:00,2025-09-03 18:30:33+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62246', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62246', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62246.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62246.patch', 'merged_at': '2025-09-03T18:30:33Z'}",0,1,2025-09
62245,TST: add regression test for GH#54409 (tz-aware NaT indexing with loc),closed,2025-09-03 15:57:33+00:00,2025-09-10 18:37:49+00:00,6,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62245', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62245', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62245.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62245.patch', 'merged_at': '2025-09-10T18:37:49Z'}",7,1,2025-09
62241,DEPS: Bump optional dependencies,closed,2025-09-02 19:13:15+00:00,2025-09-08 16:29:14+00:00,3,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62241', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62241', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62241.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62241.patch', 'merged_at': '2025-09-08T16:29:14Z'}",5,1,2025-09
62239,[backport 2.3.x] ENH: support pathlib.Path division in StringArray (#62229),closed,2025-09-02 17:28:27+00:00,2025-09-02 19:14:39+00:00,0,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62239', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62239', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62239.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62239.patch', 'merged_at': '2025-09-02T19:14:39Z'}",0,1,2025-09
62238,TST: regression test for GH#56853 (insert/delete with MultiIndex datetime),closed,2025-09-02 14:45:02+00:00,2025-09-06 00:43:16+00:00,11,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62238', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62238', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62238.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62238.patch', 'merged_at': '2025-09-06T00:43:16Z'}",3,1,2025-09
62237,Add Linux Foundation Health Score badge to README,closed,2025-09-02 12:55:21+00:00,2025-09-11 14:42:03+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62237', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62237', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62237.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62237.patch', 'merged_at': '2025-09-11T14:42:03Z'}",9,1,2025-09
62234,PERF: Move variables outside of the for loop to improve performance,closed,2025-09-02 11:08:08+00:00,2025-10-03 17:47:05+00:00,2,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62234', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62234', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62234.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62234.patch', 'merged_at': None}",31,0,2025-09
62231,docs: remove redundant phrasing in README.md,closed,2025-09-01 20:28:23+00:00,2025-09-02 16:32:46+00:00,1,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62231', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62231', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62231.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62231.patch', 'merged_at': None}",0,0,2025-09
62230,[pre-commit.ci] pre-commit autoupdate,closed,2025-09-01 16:30:01+00:00,2025-09-03 17:23:11+00:00,0,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62230', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62230', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62230.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62230.patch', 'merged_at': '2025-09-03T17:23:11Z'}",2,1,2025-09
62229,ENH: support pathlib.Path division in StringArray,closed,2025-08-31 21:51:05+00:00,2025-09-02 16:36:15+00:00,3,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62229', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62229', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62229.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62229.patch', 'merged_at': '2025-09-02T16:36:15Z'}",1,1,2025-08
62227,BUG: rank with object dtype and small values #62036,closed,2025-08-31 14:21:34+00:00,2025-09-12 21:17:33+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62227', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62227', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62227.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62227.patch', 'merged_at': '2025-09-12T21:17:33Z'}",12,1,2025-08
62225,DOC: Fix linkcode_resolve for inherited properties,closed,2025-08-31 09:20:28+00:00,2025-12-30 23:46:37+00:00,2,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62225', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62225', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62225.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62225.patch', 'merged_at': None}",121,0,2025-08
62224,CI: Upgrade mypy to 1.17.1 and  pyright to 1.1.404,closed,2025-08-30 22:41:25+00:00,2025-09-01 21:41:42+00:00,2,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62224', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62224', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62224.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62224.patch', 'merged_at': '2025-09-01T21:41:42Z'}",1,1,2025-08
62223,Improve dropna() documentation with examples for how='all' and thresh,closed,2025-08-30 17:20:23+00:00,2025-09-02 16:42:57+00:00,2,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62223', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62223', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62223.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62223.patch', 'merged_at': None}",2,0,2025-08
62222,Remove custom footer template in favor of theme options (#51536),closed,2025-08-30 12:28:28+00:00,2025-10-05 20:36:32+00:00,2,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62222', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62222', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62222.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62222.patch', 'merged_at': None}",36,0,2025-08
62221,Remove custom footer template in favor of theme options (#51536),closed,2025-08-30 12:20:29+00:00,2025-08-30 12:27:10+00:00,0,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62221', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62221', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62221.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62221.patch', 'merged_at': None}",0,0,2025-08
62220,simplify footer by using pydata-sphinx-theme config instead of custom template  solves #51536,closed,2025-08-30 03:59:42+00:00,2025-08-30 05:59:45+00:00,0,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62220', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62220', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62220.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62220.patch', 'merged_at': None}",0,0,2025-08
62218,TYP: Typing fixes and improvements related to ``scipy.sparse``,closed,2025-08-29 20:17:25+00:00,2025-09-11 16:09:05+00:00,2,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62218', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62218', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62218.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62218.patch', 'merged_at': '2025-09-11T16:09:05Z'}",12,1,2025-08
62217,BUG: fix memory leak in JSON datetime serialization,closed,2025-08-29 18:15:32+00:00,2025-09-03 00:45:08+00:00,4,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62217', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62217', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62217.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62217.patch', 'merged_at': '2025-09-03T00:45:08Z'}",4,1,2025-08
62216,BUG: Index.__getitem__ with 0d ndarray key,closed,2025-08-29 17:01:56+00:00,2025-08-29 18:19:41+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62216', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62216', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62216.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62216.patch', 'merged_at': '2025-08-29T18:19:41Z'}",0,1,2025-08
62215,BUG: Fix record_prefix ignored when record_path is empty (GH 62205),closed,2025-08-29 14:05:38+00:00,2025-09-10 01:53:37+00:00,1,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62215', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62215', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62215.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62215.patch', 'merged_at': None}",11,0,2025-08
62214,Preserve freq in TimedeltaIndex subtraction,closed,2025-08-29 08:13:11+00:00,2025-09-10 18:34:32+00:00,6,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62214', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62214', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62214.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62214.patch', 'merged_at': '2025-09-10T18:34:32Z'}",12,1,2025-08
62212,Modified merge method,closed,2025-08-29 01:04:06+00:00,2025-08-29 01:04:27+00:00,0,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62212', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62212', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62212.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62212.patch', 'merged_at': None}",0,0,2025-08
62211,TYP: Typing fixes and improvements related to ``scipy.interpolate``,closed,2025-08-28 22:45:50+00:00,2025-08-29 16:24:18+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62211', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62211', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62211.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62211.patch', 'merged_at': '2025-08-29T16:24:18Z'}",0,1,2025-08
62210,BUG: Fix Memory Leak in to_json,closed,2025-08-28 16:38:11+00:00,2025-08-28 17:45:51+00:00,3,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62210', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62210', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62210.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62210.patch', 'merged_at': '2025-08-28T17:45:51Z'}",0,1,2025-08
62209,CLN: remove maybe_infer_to_datetimelike,closed,2025-08-28 15:38:51+00:00,2025-08-28 17:46:44+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62209', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62209', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62209.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62209.patch', 'merged_at': '2025-08-28T17:46:44Z'}",0,1,2025-08
62208,"CLN: remove except clause from string_to_dts, xref GH#50515",closed,2025-08-28 15:29:26+00:00,2025-08-28 18:25:42+00:00,0,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62208', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62208', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62208.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62208.patch', 'merged_at': None}",0,0,2025-08
62203,TST: Reduce banklist.html to make bs4 test run faster,closed,2025-08-27 17:56:48+00:00,2025-08-28 15:11:26+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62203', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62203', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62203.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62203.patch', 'merged_at': '2025-08-28T15:11:26Z'}",0,1,2025-08
62201,CLN: Enforce deprecation of DataFrame.idxmin/max with EAs and axis=1,closed,2025-08-26 22:52:16+00:00,2025-08-27 16:40:07+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62201', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62201', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62201.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62201.patch', 'merged_at': '2025-08-27T16:40:07Z'}",0,1,2025-08
62199,Backport PR #62179 on branch 2.3.x (DOC: Add change in .values to the string migration guide),closed,2025-08-26 21:37:28+00:00,2025-08-26 23:27:56+00:00,0,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62199', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62199', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62199.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62199.patch', 'merged_at': '2025-08-26T23:27:56Z'}",0,1,2025-08
62197,BUG: Fix typos in test method names,closed,2025-08-26 16:54:44+00:00,2025-08-26 18:56:17+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62197', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62197', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62197.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62197.patch', 'merged_at': '2025-08-26T18:56:17Z'}",0,1,2025-08
62194,DOC: Clarify parameter rules in the Notes Section of date_range and timedelta_range,closed,2025-08-25 22:56:45+00:00,2025-09-10 03:44:08+00:00,2,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62194', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62194', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62194.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62194.patch', 'merged_at': '2025-09-10T03:44:08Z'}",15,1,2025-08
62193,Backport PR #62190: TST: Adjust test_round for Numpy 2.4 behavior,closed,2025-08-25 22:29:41+00:00,2025-08-26 16:46:59+00:00,0,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62193', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62193', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62193.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62193.patch', 'merged_at': '2025-08-26T16:46:59Z'}",0,1,2025-08
62192,BUG: Fix typo in test_arrow.py,closed,2025-08-25 22:18:08+00:00,2025-08-26 01:32:37+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62192', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62192', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62192.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62192.patch', 'merged_at': '2025-08-26T01:32:37Z'}",0,1,2025-08
62191,DOC: definition of a scalar in rich comparison methods,closed,2025-08-25 20:53:13+00:00,2025-10-16 20:14:30+00:00,6,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62191', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62191', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62191.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62191.patch', 'merged_at': '2025-10-16T20:14:30Z'}",51,1,2025-08
62190,TST: Adjust test_round for Numpy 2.4 behavior,closed,2025-08-25 20:04:20+00:00,2025-08-25 21:47:28+00:00,2,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62190', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62190', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62190.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62190.patch', 'merged_at': '2025-08-25T21:47:28Z'}",0,1,2025-08
62188,Bump actions/checkout from 4 to 5,closed,2025-08-25 16:31:24+00:00,2025-08-25 17:57:03+00:00,0,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62188', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62188', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62188.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62188.patch', 'merged_at': '2025-08-25T17:57:02Z'}",0,1,2025-08
62187,Bump pypa/cibuildwheel from 3.1.3 to 3.1.4,closed,2025-08-25 16:31:01+00:00,2025-08-25 19:40:39+00:00,0,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62187', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62187', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62187.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62187.patch', 'merged_at': '2025-08-25T19:40:39Z'}",0,1,2025-08
62186,Bump actions/download-artifact from 4 to 5,closed,2025-08-25 15:47:23+00:00,2025-08-25 17:56:14+00:00,0,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62186', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62186', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62186.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62186.patch', 'merged_at': '2025-08-25T17:56:13Z'}",0,1,2025-08
62183,Update README.md,closed,2025-08-25 08:37:55+00:00,2025-08-25 14:36:02+00:00,1,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62183', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62183', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62183.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62183.patch', 'merged_at': None}",0,0,2025-08
62182,BUG: Fix ArrowDtype.itemsize for fixed-width types,closed,2025-08-24 19:45:48+00:00,2025-10-05 20:52:56+00:00,3,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62182', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62182', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62182.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62182.patch', 'merged_at': None}",42,0,2025-08
